,mid,title,text
1446,5315675	,多蛱蝶属	,多蛱蝶属（学名：Polygrapha）是蛱蝶科螯蛱蝶亚科安蛱蝶族中的一个属。共有4个物种，分布于新热带界。成虫飞行快速，喜爱吸食腐果汁液。	
1447,5315679	,高崎经济大学	,高崎经济大学（；英语：），是一所位于日本群马县的公立大学。第二次世界大战战后，群马县原有的官立高等教育机关被整并至群马大学。高崎市作为北关东的商业城市之一，希望能在市内设立一间以经济学、管理学为研究对象的高等教育机构。1952年，政府利用原属于帝国陆军的土地设立高崎市立短期大学。1957年，将原本的短期大学改组为大学，更名高崎经济大学。高崎经济大学的校徽是「三扇」。此图案的构想，系源自于上野国高崎藩藩主的家纹，校内许多事物也以「三扇」来命名，如学生生活协同组合所在的建筑物「三扇会馆」、大学祭「三扇祭」等。与同是公立大学，也同样位于群马县内的前桥工科大学、群马县立女子大学及群马县立县民健康科学大学等校有密切交流；目前各校间设有学分互换制度，并一起举办联合入试说明会。另外，该校与都留文科大学每年都会举办两校间的体育竞赛，名为「鹤鹰祭」，其中鹤（音读：，训读：）代表都留，鹰（音读：训读：）代表高崎。本活动源于1973年，两校空手道社团为了纪念都留文科大学体育馆落成所举行的对抗赛，尔后参与的体育社团不断增加，目前除了空手道之外，还有弓道、剑道、田径、羽球、排球等诸多运动项目。高崎经济大学与下列海外学校有合作关系：	
1448,5315683	,钟琬媛	,钟琬媛（，），香港本土派组织热血公民前成员，曾在荷兰留学，拥有荷兰注册建筑师资格 (Bureau Architectenregister)。曾于《热血时报》节目《索书号》、《热血剧场》及《The Crazy Ones》担任节目主持。钟琬媛毕业于庇理罗士女子中学，2008年香港大学建筑系毕业后到荷兰代尔夫特理工大学取得建筑理学硕士学位。2012年加入热血时报成为网台主持，其后于2015年10月辞职，专注筹备参选2016年香港立法会选举。2016年立法会败选后，渐淡出政坛，并于2017年9月5日宣布退出热血公民。	
1449,5315692	,鹞蛱蝶属	,鹞蛱蝶属（学名：Consul）是蛱蝶科螯蛱蝶亚科安蛱蝶族中的一个属。共有4个物种，分布于新热带界。成虫翅面以贝氏拟态模仿袖斑蝶属、袖蝶属和绡蝶族的一些有毒物种之斑纹，使天敌不好袭击。	
1450,5315694	,以色列的菲律宾人	,"以色列的菲律宾人，人口达300000人，是该国最大的外劳团体。在以色列的菲律宾人人口很难估计，因为很多人是没得到以色列政府颁发的工作证的非法工作者。据估计10万在以色列的菲律宾人中40,000至50,000有法律文件，但有30000名工人的许可证已过期并非法逗留。菲律宾驻以色列大使馆估计有约31,000菲律宾人在以色列合法工作和生活。他们大多居住在以色列最大的城市特拉维夫，耶路撒冷，海法工作。以色列的菲律宾人主要工作是照顾老人。近期以色列政府计划试图驱逐大批菲律宾人以及外国非法移民工人，已经造成菲律宾各界的关注。许多在以色列出生的菲律宾工人的孩子都面对被驱逐。1.Jump up ^ Goldstein, Evan R. (January 25, 2009). ""Does Israel Have an Immigrant Problem?"". Foreign Policy.	"
1451,5315695	,宣言电台	,宣言电台是恐怖组织“伊斯兰国”的官方电台，总部位于伊拉克摩苏尔，在伊斯兰国控制的叙利亚拉卡、利比亚苏尔特等地也有播出。宣言电台2015年开播，使用阿拉伯语、库尔德语、英语、法语及俄语广播，内容涵盖新闻、谈话、古兰经朗诵、伊斯兰教圣歌及伊斯兰教法学等，而其新闻报道基本以伊斯兰国武装分子发动袭击的消息为主。在2015年4月，该台开始播出英语新闻节目，而播音员的美国口音也引发了关注，其“高度专业和精良的节目制作”以及播音员的语调也被一些西方传媒机构与BBC、NPR等媒体比较，甚至被指“与NPR可怕地相似”。2017年，随着伊拉克军队逐步收复摩苏尔，该台停播，据称已被伊斯兰国武装分子焚毁。以下为截至2016年4月，已知的播出地点及频率：	
1452,5315696	,Élan	,《Élan》是芬兰交响金属乐队夜愿的单曲，为第八张专辑《Endless Forms Most Beautiful》的首张单曲。这是夜愿新女主唱、荷兰歌手弗罗·扬森演唱的首个曲目，也是Troy Donockley正式加入乐队后的首个曲目；此外Kai Hahto临时代替了Jukka Nevalainen。乐队2014年12月8日在官方网站宣布该歌曲。键盘手兼歌曲作者托马斯·霍洛帕尼称，歌曲是“全长专辑的绝妙预告，亮出了稍许风味，但对即将到来的壮丽之旅揭露很少”。歌曲影片有多名芬兰名演员演出，“灵感来自芬兰各遗弃之地不为人知的故事”。霍洛帕尼称歌曲的创作起点是沃尔特·惠特曼之言“我要成为生命的主宰而非奴隶/以强大的征服者迎接生活，除我之外没有什么能永远命令我”。他评论道，“歌曲基本主题无外乎生命的意义，一个或对我们所有人来说都不同的东西。让你自己‘自由下落’，不要畏惧于与众不同的路，这很重要”。贝斯手兼歌者Marco Hietala称这是他最喜欢的歌曲之一，他认为这是有关充实生活的作品。单曲还收录了歌曲《萨根》，该曲目未收录于《Endless Forms Most Beautiful》。这首歌有关天体物理学家与科普作家卡尔·萨根。托马斯称乐队原打算在专辑中收录该曲，但因超传统CD的80分钟容量而拆了出来。	
1453,5315700	,余官营站	,余官营站是位于河南省平顶山市新华区的一个铁路车站，建于1961年，目前为四等站邮政编码为467000。目前客运：不办理客运业务；办理货运运输，危险化学品托运。1994年1月15日，襄樊开往北京的250次旅客列车(襄樊客运段担当)，运行至漯宝线余官营车站时，与在站内停留的3173次货车发生正面冲突，造成路内外职工和旅客7人死亡，12人受伤。其中襄樊客运段职工1人死亡，11人受伤。内燃机车报废1台，蒸汽机车大破1台。客车报废辆，小破1辆。货车报废1辆，大破2辆，中破2辆、小破1辆，中断正线行车3小时9分。	
1454,5315706	,Slither.io	,"《》是一款于2016年发布的网页大型多人线上游戏，由史蒂夫·豪斯开发。在游戏中，玩家必须操控一条类似蠕虫的生物，捕获各色圆点让体型变大。该游戏的最终目标是成为全伺服器最大的蠕虫。《》的游戏概念与2015年风行一时的网页游戏《Agar.io》以及经典街机游戏《贪食蛇》模式相似。该游戏的网页版和iOS版于2016年3月25日发布，并经PewDiePie等多位知名YouTuber推广而广为人知。游戏发布后不久，《》即登上各地区App Store的免费软体销售榜榜首，且网页版曾于2016年7月获Alexa评为全球浏览数最高网站的第250名。Android版于同年3月27日推出。《》所获评价多为正面，其游戏玩法和外观设计获得评论家赞美，但广告和延迟则遭批评。在游戏中，玩家操控著一条类似蠕虫的生物，在地图中寻找并捕获各色圆点让体型变大，同时歼灭其他玩家获得更多圆点，往成为全伺服器最大蠕虫的目标迈进。如果玩家的蠕虫的头碰到其他玩家的蠕虫，玩家就会死亡。玩家的尸体会化为特别亮且特别大的圆点，这些圆点的颜色对应玩家的蠕虫的颜色。当玩家按下滑鼠左键或空白键时，蠕虫的移动速度会加快，但同时也会让身体变小，且蠕虫快速移动过的路线-{}-上会出现圆点。快速移动有助于消灭其他玩家。另一种击败其他玩家的策略是绕著对方打转，直到对方陷入玩家用身体所围出的圈子无法逃脱，最后一头撞上玩家的身体。地图设有边界，若玩家撞上边界会直接消失，不会留下圆点。截止至2016年，一天结束时全伺服器最大的蠕虫可以向全世界发送「胜利讯息」。《》共有16款默认皮肤，每一款都有不同的颜色或者花纹。每次玩家加入伺服器时的皮肤都是系统随机挑选的。玩家可以选择特殊的皮肤，如各国国旗及代表知名YouTuber（如Jacksepticeye和PewDiePie等）的皮肤。玩家亦可选择自定义皮肤。早期，玩家必须在Twitter或Facebook上分享游戏才能解锁特殊皮肤。到了2016年6月，iOS和Android版本也加入了自定义皮肤的功能。iOS和Android版本有三种操作方式：「经典」，蛇跟随著玩家的手指移动；「控制杆」，左手操纵荧幕上的控制杆，右手让蠕虫加速；「箭头」，大致上与「控制杆」相同，但蠕虫头上会有一个箭头，显示蠕虫移动的方向。自2016年6月起，手机版还多了与人工智慧对战的离线模式。据游戏开发者史蒂夫·豪斯的说法，他在遇到财务困难时获得了灵感。因财务困难，他不得不从美国明尼苏达州的明尼阿波利斯搬家到密西根州，而在那里他查觉到《Agar.io》流行之程度。豪斯一直很想开发一款多人线上游戏，但当时唯一的管道只有他不想要的Adobe Flash，使他打消念头一段时间。直到发现有许多主流浏览器能支援一种低延迟连线协定WebSocket，该协议的通信效果能够稳定地运行《》之类的HTML游戏后，豪斯才做出了这款游戏。开发过程中最困难的部分是让每个伺服器都够稳定地运行，能容纳600名玩家。豪斯努力在需求量较大之地区寻找更多可用的服务器，同时避免使用类似亚马逊网路服务系统的云端伺服器，因为这些云端服务器使用费用极高。经过为期6个月的开发作业后，《》的网页版和iOS版于2016年3月25日发布，其伺服器最多可容纳500名玩家。两天后，低技术工作室推出了Android版。豪斯获取收入的唯一方法是在游戏结束后播广告，而玩家可以花3.99美元停止播送广告。他选择不贩售虚拟货币或道具，如此一来那些有花钱的玩家就不会占有优势。由于豪斯没钱为游戏打广告，只能借助YouTuber的实况来宣传，如PewDiePie、Markiplier和Jacksepticeye。在游戏发布的数周后，豪斯开始更新游戏，以给玩家更佳的游戏体验。豪斯也计划加入新功能，如组队模式及供玩家选择伺服器的功能。此外，他表示，有两家游戏公司曾找上他，打算买下《Slither.io》。豪斯考虑过卖出游戏，因为经营游戏让他备感压力。游戏发布后不久，《》即登上各地区App Store的免费软体销售榜榜首，如美国和英国。手机版推出不久后也登上了App Store的游戏排行榜榜首。2016年7月，《》的网页版获Alexa评为全球浏览数最高网站的第250名，接著开始下滑，到了2018年10月底已跌到第3,950名左右。2016年年底，据统计，《》是美国Google搜寻量最大的电子游戏。2016年6月，据报导，豪斯每天都可以因该游戏获利10万美元。《Kotaku》的派翠西亚·赫南德兹表示，低门槛和与《Agar.io》的相似度解释了《》的受欢迎。她也特别指出游戏的快节奏。《》认为其游戏核心机制类似2009年游戏《》。《》的哈利·史莱特称赞该游戏「很有趣」，且游戏玩法「令人-{欲}-罢不能」。他也褒奖了《》与《》相似的简单结构，但认为其不大值得一玩再玩。《TechCrunch》的菲莉西亚·威廉斯对该游戏的设计表示赞赏，并对自定义皮肤之多样感到惊喜。《Gamezebo》的连恩·阿玛丽丝认为《》比《》有趣许多，因为其主角「是一条不断增长的生物，而不单只是个圆圈」，并指出散发亮光的蠕虫搭配黑暗的背景，给人一种复古街机游戏的感觉。阿玛丽丝也认为《》的概念很像《Agar.io》，并觉得该游戏令人联想到经典街机游戏《贪食蛇》。《》的史考提·罗兰德称赞了《》的玩法和外观设计，但批评游戏结束后弹出的广告，认为这些广告「烦人至极」，但停止显示广告的费用又有点贵。《商业内幕》的布兰特·兰表示，这款游戏有时会有严重的延迟，并说「我感觉我很快就会把《》卸掉」。	"
1455,5315710	,朝鲜民主主义人民共和国文化	,朝鲜民主主义人民共和国文化基本传承了古朝鲜文化的特质并带有较多中华文化色彩，韩战以后在政治层面较多金氏家族个人崇拜，但这点与传统朝鲜半岛历史上的皇权体制并无太大冲突所以平顺的过渡，然而长期的经济贫困和国际封闭造成北韩较少人民有余力从事文化活动和创造，诸多较高品质文化作品是政府资源所完成。阿里郎节以大型团体操的形式展现北韩的历史，约有六到十万人参加演出。它通过场面宏大的舞蹈讲述北韩经历的革命历程同时融合朝鲜传统文化，以及宣传北韩建国后的建设成就和当代风貌，其中包括金氏父子的光辉事迹。在主席台对面的观众席上另有数千人协助演出，他们通过变换手中的彩色纸板组合成壮观的演出背景并打出各种标语。演出会在一些情况下向南韩及西方国家的公民开放观看，另外类似的活动也会在金日成体育场举行。朝鲜对外文化联络委员会是朝鲜民主主义人民共和国对外文化机关，负责组织与世界其他国家及组织的文化活动，以提升朝鲜国际关系地位。现任主席金贞淑。大量出版的书籍基本上以政治宣传和怀念革命时代为主，另外纯科学、数学的作品也有所出版，传统文化方面的食谱、舞蹈、古乐器等技术性书籍被官方鼓励，杰出作品能收录人民大学习堂或登载在朝鲜文学 (杂志)或文化学习上，各种上述题材的绘画作品也能在国营画展参展并登载于朝鲜画报。除了传统中华文明乐器发展的古典乐外，功勋国家合唱团、血海歌剧团等舞台剧团也陆续出现，随科技进步北韩也积极发展电子化现代摇滚或轻音乐，并融合政治内涵宣导。普天堡电子乐团与王在山轻音乐团陆续于80年代出现，最终还在海外演出。2012年后牡丹峰乐团更是造成万人空巷，朝鲜官方评价其「集革命、战斗内容和崭新、独特、现代、人民性形式于一身」在朝鲜各餐厅和公共场所，凡有电视和大荧幕的地方，必在播出牡丹峰乐团演出，朝鲜人对这些音乐名媛的名字和特长，热议纷纷。金正恩时代后青峰乐团此一女子轻音乐团由官方组建，曲风较少激昂的政治和战争风格，较多抒情和歌颂唱法。许多外国评论家认为从北韩流行音乐的曲风可以观察其社会状态和官方当下的治理方针。北韩建国初期战争不断电影发展相当缓慢，主要作品是一些战争记录片例如《安重根击毙伊藤博文》。1950年代后期北韩展开千里马运动，开始第一个五年计划，经济逐渐恢复，为后来的电影事业发展创造了条件，但还是以革命电影为主例如《血海 (电影)》和《金姬和银姬的命运》只是质量有所提升，并出版了朝鲜电影。1970年代是北韩电影的高峰。中国大陆的观众也是在这一时期逐渐熟悉了北韩电影。其实金氏家族喜好外国甚至西方电影的传言一直不断，1985年还参考哥吉拉拍摄了《平壤怪兽》，最后该片还在多年后于南韩和日本放映，成为北韩令外界惊讶的一章。1987年开始举办平壤国际电影节，在较近的2014年展览上，有多国影片参加，最终英国、德国、印度、伊朗等多国电影获奖，北韩电影《女学生日记》还被法国片商购版权买往法国拨放。官方允许部分体育文化发扬，最著名的是朝鲜足球联赛（朝鲜语：공화국선수권축구대회，朝鲜汉字: ；英语：DPR Korea League）是朝鲜最高水平的足球联赛，创建于1960年代。 主要在平壤的金日成体育场以及五一体育场进行，也就是说，朝鲜的联赛采取的是赛会制。 作为一个社会主义国家，朝鲜的足球联赛不是完全的职业化，每支球队有着较为固定的津贴。由于长年政治的封闭使得朝鲜的足球也脱轨于国际足球系统，球员不可以任意进行自由转会，因此每年联赛的冠军没有参加亚洲冠军联赛的参赛资格。如果被亚足联允许参赛，他们冠军球队只能参加亚足联主席杯。	
1456,5315737	,河北精英足球俱乐部	,河北精英足球俱乐部是一家位于中国河北省秦皇岛市的足球俱乐部，成立于2009年。俱乐部从2010年开始，先后将三批小球员送往巴西训练。2013年，首批留洋训练的球员归国，赴西班牙集训半年后组队参加中国足球乙级联赛。河北精英足球俱乐部曾在2015年中国足球乙级联赛中夺得预赛北区第三名，打入全国总决赛。2009年，河北精英集团成立河北精英足球俱乐部。俱乐部聘请曾在中国国家足球队任教的徐弢担任总经理。2010年，河北精英足球俱乐部从中国的六个省市的2000名小球员中挑选了21名1994至1995年出生的球员，将他们送到巴西的里贝朗普雷图接受奥莱足球俱乐部、博塔弗戈足球俱乐部的训练。河北精英送去的小球员同步学习文化课程和葡萄牙语，与巴西球员一同训练。2012年1月、2012年11月，河北精英俱乐部又送出两批球员到巴西训练。河北精英队夺得了2012年巴西圣保罗州青年杯赛U17锦标赛冠军，成为了二十年来巴西圣保罗州青年杯赛首支外国冠军队。河北精英队有的球员入选了博塔弗戈梯队，还有球员被省市代表队选中参加了2013年第十二届全运会。2013年8月，在海外训练三年的小球员返回中国，随后前往西班牙米哈斯市的马拉加太阳海岸足球学校集训半年。2014年，河北精英足球俱乐部以这一批球员为班底，组队报名参加中国足球乙级联赛。球队主场设在秦皇岛奥体中心。球队得到秦皇岛北大科技园的赞助，冠名为“河北秦皇岛北大队”。俱乐部原计划两年冲入中甲联赛，之后用三年升入中超联赛。第一次参加中乙联赛，球队位列北区第六，无缘全国总决赛。2015年，球队冠名改为“河北精英传媒”，预赛排在北区第三名，成功晋级淘汰赛。然而，全国总决赛第一轮，球队两回合与四川鑫达海战成1比1平，因客场进球少而被淘汰。2016年，由于之前与河北精英共用秦皇岛奥体中心的河北华夏幸福足球俱乐部升入中超，河北精英只好把主场迁到中国足球学校体育场。	
1457,5315757	,龙虎山水库	,龙虎山水库可以指：	
1458,5315759	,帝国区	,帝国区（Quartier impérial）是德意志帝国兼并阿尔萨斯-洛林期间在洛林梅斯建设的新区，建于1902-1918年，原名“新城”（Neue Stadt），现在则跨新城（Nouvelle Ville）和梅斯中区（Metz-Centre）两个行政区。该区的边界大致为“帝国三角”：梅斯城站、圣女小德肋撒堂和 Serpenoise门，主要建筑包括总督宫（Palais du Gouverneur），街道和广场包括戴高乐将军广场、福煦大街和雷蒙德·蒙东广场。帝国区如同斯特拉斯堡新城，为德意志帝国保存最完好的德国城市规划。	
1459,5315762	,盗蜜	,"盗蜜是指昆虫、鸟类或其他动物在植物的花冠筒上直接打洞取食花蜜，但不给花授粉的现象。被盗蜜植物主要是具有长花管或花上有蜜腺距的产蜜植物。存在盗蜜现象的植物大约有59科214种。常见的盗蜜者是蜂类，尤以熊蜂和木蜂为多，在美洲一些鸟类也是常见的盗蜜者。盗蜜会损坏植物生殖器官柱头和花药, 还能通过影响传粉者的行为来影响植物的适合度。此外，通过影响传粉者行为，盗蜜者会增加花粉的散布距离、促进异交。	"
1460,5315773	,龙虎山水库 (文昌)	,龙虎山水库是中华人民共和国海南省文昌市北部文教河支流黑溪上游的一座中型水库，是一座以灌溉为主，结合防洪、发电等综合利用的多年调节水库。工程于1970年3月动工修建。总库容4830万立方米，正常蓄水库容3800万立方米。大坝为均质土坝，坝顶高程25，最大坝高14.3米，坝顶长650米，坝顶宽5米。发电站装机容量125千瓦。水库是文教河灌区的主要供水水源，设计灌溉面积1086公顷，现有效灌溉面积866公顷。	
1461,5315775	,铜头蛇行动	,铜头蛇行动是第二次世界大战中英国进行的一次小型军事欺骗行动。这次行动是的一部分；保镖行动的整体目标是为了隐藏诺曼底战役的真实意图，而其中铜头蛇行动的目标是使德国情报机构误判蒙哥马利上将的位置。于1944年观看电影《》后策划了本次行动。德军最高统帅部认为，蒙哥马利作为盟军最杰出的指挥官，将在英吉利海峡的渡海登陆作战中发挥重要作用。克拉克和其他军事欺骗计划者推断，蒙哥马利将军在英国以外的高调亮相将传递出“盟军不会在近期发动登陆作战”的信息。克拉克找到面貌酷似蒙哥马利的演员，安排其与蒙哥马利本人接触一段时间，以便学习蒙哥马利举手投足间的特殊习惯。1944年5月26日，詹姆斯按计划飞往直布罗陀和阿尔及尔，故意出现在德国情报特工视野中，随后秘密飞往开罗隐藏起来，直至登陆作战结束后蒙哥马利本人在诺曼底公开亮相。铜头蛇行动没有传达到德军高层，也没有对德军的计划造成显著影响。本次行动执行于D日前夕，同时进行的还有若干其他军事欺骗计划。德国情报机构认定确实是蒙哥马利出访，但是怀疑这次访问是欺骗性质的，因此对其没有特别重视。战后，詹姆斯将本次行动始末撰写成书《》并改编为电影，詹姆斯出演其中主角。为了准备1944年诺曼底战役，盟国执行了一系列复杂的军事欺骗计划，代号保镖。保镖行动的整体目标是迷惑德军最高统帅部，隐藏真实的登陆时间和地点。保镖行动花费大量时间虚构了，同时通过众多政治和军事手段传递出虚构的盟军作战计划，假装将要进攻加来海峡省。铜头蛇行动是保镖行动中的一小部分，由策划。之前的作战中，克拉克在开罗成立了，专门从事策略性欺骗行动。虽然理论上保镖行动应由负责，但是由于地理因素，实际上大部分行动由克拉克和A部队策划。1944年1月，克拉克在访问那不勒斯时，观看了电影《》。电影中，演员扮演蒙哥马利，其中包括由一个角色化装为另一个角色的情节。克拉克受此启发，提出可以在现实中使用同样的伎俩，在D日前误导德军指挥官，使其迷惑于蒙哥马利的位置。德军最高统帅部认为，作为盟军最杰出的指挥官之一，蒙哥马利必定会出现在进攻法国的前线。克拉克希望，蒙哥马利在直布罗陀和非洲的出现将使德军更倾向相信代号“复仇”的行动真实性，即盟军将从法国南部登陆，而非渡过英吉利海峡登陆。1944年2月，克拉克和伦敦控制部门、共同起草了铜头蛇行动的计划，以支持复仇行动。作为行动的首选，电影《开罗谍报战》的演员曼德身高太高，不符合要求。另一个面貌酷似蒙哥马利的人在行动组找上门之前不久，才刚刚在一场摩托车车祸中摔断了腿。最终，B行动部门负责人中校在《》中发现了克利夫顿·詹姆斯的照片。詹姆斯是澳大利亚人，战前从事演员工作25年，当时正在服役。著名演员大卫·尼文上校受托联系了詹姆斯，假称希望他前来为军事题材的电影试镜，直至会面后，詹姆斯方得知他要扮演的真实角色。詹姆斯并不是蒙哥马利的完美替身。他在第一次世界大战中失去了一根手指，所以需要制作假肢。他也没有乘过飞机，因此伦敦控制部门的为其安排了一次测试飞行，以确保他不会晕机。最后，詹姆斯酗酒、吸雪茄，而蒙哥马利滴酒不沾，也不喜欢吸烟。铜头蛇行动的计划者担心若是有人发现詹姆斯饮酒，整个计划都会失败。尽管存在这些问题，蒙哥马利本人还是批准了计划，开始实施行动。为了进入状态，詹姆斯冒充记者和蒙哥马利将军接触了一段时间，以便学习蒙哥马利举手投足间的特殊习惯。铜头蛇行动首先通过英国的散布了消息称，登陆进攻的地面力量将由蒙哥马利指挥。随后，1944年5月26日，詹姆斯连夜从飞往直布罗陀，在德军位于西班牙境内的观察哨的监视下公开现身。一个小插曲是詹姆斯偷带了一瓶杜松子酒登机，因此降落前飞机不得不盘旋了一个小时，以便让詹姆斯清醒过来。在当地，詹姆斯和直布罗陀总督爵士共进早餐，期间在盟军安排下，一个已暴露德国特工身份的西班牙使节访问了总督府，此人在詹姆斯离开后立刻返回西班牙境内，向其德国上线汇报了这一消息。接下来，詹姆斯飞往阿尔及尔，在机场公开检阅了部队，驱车前往会见了梅特兰·威尔逊上将，假装讨论对法国南部的行动计划。随即，詹姆斯转移至一处偏僻的别墅，事后有消息称这一转移的原因是有人发现詹姆斯吸烟，以及在街头闲逛；其访问计划也因此被迫缩短。无论原因为何，詹姆斯于次日秘密飞往开罗隐藏起来，直至登陆作战结束后蒙哥马利本人在诺曼底公开亮相。同时，有关部门利用在北非的双重间谍继续营造蒙哥马利尚在这一区域的假象。铜头蛇行动的影响并不清晰。蒙哥马利的访问被传递至德军指挥系统中，部分双重特工稍后接到了关于收集蒙哥马利行动信息的要求。然而，没有迹象显示蒙哥马利的出现影响了德军对近期登陆作战威胁的判断。历史学家在其2011年的著作中认为，铜头蛇行动执行于D日之前十天左右，而飞往北非短期访问并不能排除近期登陆的可能性。另一个因素是，1944年5月初，一个向德国出售虚构情报的不受控制的特工向德军传递了一次会议的细节，会议内容是若干盟军高阶军官在直布罗陀的讨论。战后解密的文档显示，德军认为这一信息十分可疑，因此对于蒙哥马利的出现同样持怀疑态度。尽管双重特工从阿勃维尔处收到大量关于蒙哥马利行踪的紧急请求，但蒙哥马利访问的信息并没有传递至德军驻法国指挥部。根据被俘的德军将领回忆，德国情报机构认定确实是蒙哥马利出访，但是怀疑这次访问是欺骗性质的。保镖行动已经迷惑了德军指挥机关对盟军意图的判断，蒙哥马利出访直布罗陀对德军整体的判断几乎没有影响。詹姆斯本人并没有特别享受假扮蒙哥马利的经历。尽管在行动期间，他领取了和蒙哥马利同等的薪水（每天10英镑），这一任务对他的压力很大。在蒙哥马利公开亮相于诺曼底滩头之后，詹姆斯飞回英格兰，继续正常服役，同时被警告不得透露行动内容。丹尼斯·惠特利在其回忆录中表示，他感到詹姆斯及其努力受到了不公正的对待。1954年，詹姆斯将行动始末撰写成书，名为《》。英国政府没有阻止该书的出版。1958年，该书被改编为同名电影。詹姆斯同时出演其中蒙哥马利和詹姆斯本人两个角色，约翰·米尔斯饰演一个情报特工。	
1462,5315778	,福山水库	,福山水库可以指：	
1463,5315781	,生物多样性和生态系统服务政府间科学-政策平台	,"生物多样性和生态系统服务政府间科学-政策平台（Intergovernmental science-policy Platform on Biodiversity and Ecosystem Services，缩写：IPBES）是联合国环境规划署整合千年生态系统评估(Millennium Ecosystem Assessment, MA)的后续行动和生物多样性科学知识国际机制(International Mechanism of Scientific Expertise on Biodiversity, IMoSEB)所形成的一个框架。2012年4月在巴拿马正式成立, 秘书处设在德国波恩。截至2015年9月, 共有124个成员国。IPBES旨在应对生物多样性丧失和生态系统服务功能退化问题, 在科学与政策之间建立联系, 以期加强生物多样性的保护与可持续利用, 确保长期人类福祉和可持续发展。	"
1464,5315796	,福山水库 (澄迈)	,福山水库是中华人民共和国海南省澄迈县北部花场河上的一座中型水库，是一座以灌溉为主，结合发电和养鱼等综合利用的多年调节水库，是松涛水库灌区东干渠的主要反调节水库。工程于1972年动工修建，1974年竣工蓄水。总库容6800万立方米。主坝为水中填土均质坝，坝顶高程82.5，最大坝高31米，坝顶长1482米。设有坝后引水式水电站1座，装机容量200千瓦，年发电量60万千瓦时。水库主要作用是充分利用当地天然来水和松涛东干渠补水来充分调节下游灌区用水，扩大松涛东灌区灌溉面积。	
1465,5315799	,麦德林地铁	,麦德林地铁是哥伦比亚麦德林的城市轨道交通系统，于1995年营运。目前有2条线路与27座车站。除此之外，尚有3条缆车路线正在营运。	
1466,5213327	,格诺亚涅齐河	,格诺亚涅齐河是乌克兰的河流，位于该国西部利沃夫州，属于什克洛河的左支流，发源自利斯诺维奇东南面，流经戈罗多克区和亚沃里夫区，河道全长19公里，流域面积114平方公里。	
1467,5213329	,利斯诺维奇	,利斯诺维奇是乌克兰的村落，位于该国西部利沃夫州，由戈罗多克区负责管辖，面积110.6平方公里，海拔高度264米，2001年人口393，人口密度每平方公里3.55人。	
1468,5213330	,捷尔诺维齐亚 (亚沃里夫区)	,捷尔诺维齐亚是乌克兰的村落，位于该国西部利沃夫州，由亚沃里夫区负责管辖，始建于1940年，面积1.9平方公里，海拔高度254米，2001年人口786。	
1469,5213331	,戈利亚京卡河	,戈利亚京卡河是乌克兰的河流，位于该国西部外喀尔巴阡州，属于里卡河的右支流，发源自新谢利齐亚东北面，流经米日吉里亚区，河道全长20公里，流域面积91平方公里。	
1470,5213332	,新谢利齐亚 (米日吉里亚区)	,"新谢利齐亚是乌克兰的城镇，位于该国西部外喀尔巴阡州，由米日吉里亚区负责管辖，始建于1599年，海拔高度675米，2001年该城镇人口1,054。Погода в селі Новоселиця	"
1471,5213333	,戈列尼亚河	,戈列尼亚河是乌克兰的河流，位于该国中北部基辅州，属于兹德尼日河的右支流，发源自克拉夫季埃沃-塔拉索韦附近，流经博罗江卡区，河道全长4公里。	
1472,5213334	,戈罗然卡河	,戈罗然卡河是乌克兰的河流，位于该国西部，属于德涅斯特河的左支流，发源自亚布卢尼夫以南，流经伊万诺-弗兰科夫斯克州和捷尔诺波尔州，河道全长25公里，流域面积155平方公里。	
1473,5213335	,亚布卢尼夫 (加利奇区)	,亚布卢尼夫是乌克兰的村落，位于该国西部伊万诺-弗兰科夫斯克州，由加利奇区负责管辖，面积1.06平方公里，2001年人口546，人口密度每平方公里515.09人。	
1474,5213336	,乌斯季亚-泽列涅	,乌斯季亚-泽列涅是乌克兰的村落，位于该国西部捷尔诺波尔州，由莫纳斯特里斯卡区负责管辖，处于德涅斯特河畔，面积2.71平方公里，2001年人口585。	
1475,5213337	,戈罗霍林利斯	,戈罗霍林利斯是乌克兰的村落，位于该国西部伊万诺-弗兰科夫斯克州，由博戈罗德恰尼区负责管辖，面积16平方公里，海拔高度432米，2001年人口663。	
1476,5213339	,戈罗霍利纳河	,戈罗霍利纳河是乌克兰的河流，位于该国西部，属于维斯特里齐亚纳德维尔尼扬西卡河的左支流，发源自戈罗霍林利斯，流经伊万诺-弗兰科夫斯克州，河道全长28公里，流域面积71平方公里。	
1477,5213340	,波希夫卡河	,波希夫卡河是乌克兰的河流，位于该国西部，属于戈罗霍利纳河的左支流，发源自波希夫卡，流经伊万诺-弗兰科夫斯克州，河道全长16公里，流域面积28.6平方公里。	
1478,5213341	,波希夫卡	,波希夫卡是乌克兰的村落，位于该国西部伊万诺-弗兰科夫斯克州，由博戈罗德恰尼区负责管辖，面积10平方公里，2001年该村落人口497。	
1479,5213342	,丘卡利夫卡	,"丘卡利夫卡是乌克兰的村落，位于该国西部伊万诺-弗兰科夫斯克州，由季斯梅尼齐亚区负责管辖，始建于1648年，面积4.5平方公里，2001年人口1,407。	"
