mid,lid,text
6444415	,14260	,奇鲷科，粗鳞鲷科及吉伯鲷科四科组成奇鲷目。	
6444415	,14261	,列为金眼鲷目的旁系群，但后来发现奇鲷目是个并系群。	
6444415	,14262	,大鳞鲷科比其它类群更接近金眼鲷科。	
6444415	,14263	,而另一个近缘的鲸头鱼目也是个并系群。	
6444415	,14264	,必须与本类群整合才能成为单系群。	
6444415	,14265	,而原本列为金眼鲷目一部份的燧鲷亚目反而成为了关系最远的外类。	
6444415	,14266	,群。	
6444415	,14267	,于是。	
6444415	,14268	,2017年《硬骨鱼支序分类学》将金眼鲷亚类整合如下：本亚目。	
6444415	,14269	,包含以下6科：	
6444428	,14270	,全允坚。	
6444428	,14271	,又作全永坚，南宋会稽（今浙江省绍兴市）人。	
6444428	,14272	,宋度宗全皇后的弟弟，宋恭帝的舅舅，宋理宗母慈宪夫人侄孙。	
6444428	,14273	,全允坚之父全昭孙，官至岳州知府。	
6444428	,14274	,宋理宗景定二年（1261年）十一月。	
6444428	,14275	,宋理宗下诏封侄子（继承人）赵禥的夫人全氏为永嘉郡夫人。	
6444428	,14276	,十二月，册为皇太子妃，全允坚，全清夫，全庭辉等兄弟补承信郎。	
6444428	,14277	,直秘阁，宋恭帝德祐元年（1275年）二月丙寅。	
6444428	,14278	,宋恭帝以谢堂为两浙镇抚使。	
6444428	,14279	,谢至保宁军节度使，全永坚，谢垕都担任检校少保。	
6444428	,14280	,德祐二年（1276年）正月初四，宋恭帝以谢堂为两浙镇抚大使。	
6444428	,14281	,文天祥知临安府，全永坚为浙东抚谕使。	
6444428	,14282	,正月十三，全永坚加太尉，参知政事，随后。	
6444428	,14283	,宋恭帝归降元朝。	
6444428	,14284	,元世祖至元二十三年（1286年）正月十六。	
6444428	,14285	,元世祖听从桑哥之请。	
6444428	,14286	,诏命江淮释教总统杨琏真加遣送宋朝宗戚谢仪孙。	
6444428	,14287	,全允坚。	
6444428	,14288	,赵沂，赵太一到大都入质。	
6444443	,14289	,赵怡贤（。	
6444443	,14290	,），女演员。	
6444443	,14291	,在成为JYP娱乐旗下演员练习生将近2年后。	
6444443	,14292	,于2018年10月宣布正式签订演员契约。	
6444469	,14293	,是由育碧新加坡开发并由育碧发行在Microsoft Win。	
6444469	,14294	,dows。	
6444469	,14295	,PlayStation 4和Xbox One平台上的战略动。	
6444469	,14296	,作游戏。	
6444469	,14297	,将在2019年正式发行。	
6444469	,14298	,《怒海战记》是一款开放式的第三人称战略动作游戏。	
6444469	,14299	,玩家操纵著一位可自定化的海盗船船长。	
6444469	,14300	,并可在单人模式上带领船队在印度洋上航行。	
6444469	,14301	,或与最多五位玩家玩盟，在争议海域上与敌方船队交战。	
6444469	,14302	,玩家可以在《怒海战记》内获得额外的船舰，包括小型风帆战船。	
6444469	,14303	,前桅横帆双桅船和巡防舰。	
6444469	,14304	,它们同时也载有诸如迫击砲，和火箭炮。	
6444469	,14305	,船舰的损坏程度会显示在生命值上。	
6444469	,14306	,玩家可以用突入的方法强行登上敌舰。	
6444469	,14307	,而占据则能够助船队在战斗时获得优势。	
6444469	,14308	,游戏的其中一个核心部分是名叫「狩猎战利品」（Loot Hu。	
6444469	,14309	,nt）的多人模式。	
6444469	,14310	,在其中玩家要与另一个玩家组队挑战。	
6444469	,14311	,积累最多财宝的队伍便为胜方，每只船舰的都是可以延展的。	
6444469	,14312	,以作眺望之用。	
6444469	,14313	,而墨镜亦可起到相同的功用。	
6444469	,14314	,另外，也是游戏的其中一个机制。	
6444469	,14315	,《怒海战记》以《刺客教条IV：黑旗》的海战为灵感。	
6444469	,14316	,同时也是开发的第一部作品。	
6444469	,14317	,他们发布了一项名叫「法典守卫」（Keepers of th。	
6444469	,14318	,e Code）的线上服务。	
6444469	,14319	,允许玩家微调游戏的功能。	
6444469	,14320	,在E3 2017上。	
6444469	,14321	,育碧在其新闻发布会上公布《怒海战记》的资讯。	
6444469	,14322	,并证实将以Microsoft Windows。	
6444469	,14323	,PlayStation 4和Xbox One为平台。	
6444469	,14324	,游戏的发布日期原先设在2018年第三或第四季度。	
6444469	,14325	,但因故推迟至2019年。	
6444479	,14326	,李彩铃（韩语：이채령，2001年6月5日－），艺名为彩铃（。	
6444479	,14327	,），韩国JYP娱乐旗下女子团体ITZY成员。	
6444479	,14328	,和IZ*ONE成员李彩演为姐妹。	
6444494	,14329	,美国财政部司库。	
6444494	,14330	,美国财政部官员。	
6444494	,14331	,最初负责接收和监管政府基金。	
6444494	,14332	,这些职能多已由财政部的不同机构负责。	
6444494	,14333	,自1981年起主要负责监管。	
6444494	,14334	,美国铸币局和美国储蓄债券司（今内的储蓄债券市场营销办公室）。	
6444494	,14335	,2002年司库办公室进行了重大重组，现在司库负责就硬币。	
6444494	,14336	,纸币及美国制造的其他仪器的产量等事务向铸币局局长。	
6444494	,14337	,雕刻和印刷局局长，财政部长和提供建议。	
6444494	,14338	,美国财政部司库的签名会与美国财政部长的签名一道出现在美元纸。	
6444494	,14339	,币“”上。	
6444494	,14340	,1949年，总统哈里·S·杜鲁门将任命第一任女性司库。	
6444494	,14341	,随后的历任司库均为女性。	
6444494	,14342	,且多为拉丁裔美国人。	
6444503	,14343	,德意志之秋指的是1977年末的一系列事件。	
6444503	,14344	,其中包括德国极左翼叛乱组织红军派绑架主席。	
6444503	,14345	,及随后解放巴勒斯坦人民阵线（简称人阵）劫持汉莎航空181号。	
6444503	,14346	,班机要求释放被关押的10名红军派成员和2名人阵成员及150。	
6444503	,14347	,0万美元赎金。	
6444503	,14348	,1977年4月3日。	
6444503	,14349	,德国联邦总检察长刺杀事件和后来7月30日银行家未遂绑架谋杀。	
6444503	,14350	,事件则标志着德意志之秋的开始，10月18日。	
6444503	,14351	,劫机事件解决，红军派主要人物于监狱中死亡。	
6444503	,14352	,德意志之秋结束。	
6444504	,14353	,SRD:SUPER REAL DARWIN（超级SRD战机。	
6444504	,14354	,）是。	
6444504	,14355	,Data East在1987年发售的街机游戏。	
6444504	,14356	,虽然基本系统是正统的《铁板阵》式上下攻击分离的纵向卷轴射击。	
6444504	,14357	,游戏，但作为的续作。	
6444504	,14358	,本作是加入了与前作同样的，以进化为主题的游戏系统的异色作。	
6444504	,14359	,与前作一样。	
6444504	,14360	,讲述的是在巨大的宇宙船内发生的事情。	
6444504	,14361	,名为「EVOL（伊博）」的角色，是仅以能量存在的生命体。	
6444504	,14362	,在这个状态下它们会扩散自己的能量，之后它们自己也会消失。	
6444504	,14363	,是种将自己收进胶囊装容器里的东西，但是。	
6444504	,14364	,本作出现了与前作不同的黑「EVOL」。	
6444504	,14365	,这是异常进化的种类。	
6444504	,14366	,此外。	
6444504	,14367	,特定的地上物也进行了异常进化。	
6444504	,14368	,此外，在一定程度的退化后被子弹击中会引起突然变异。	
6444504	,14369	,成为最强形态，但如果没有连续获得「EVOL」。	
6444504	,14370	,那会因时间突然结束，退化成最弱状态PISTER。	
6444504	,14371	,用8方向摇杆和2个按钮（对空射击。	
6444504	,14372	,对地射击）来操作。	
6444504	,14373	,对空射击在发生后述的“进化”后，会有更丰富多彩的变化。	
6444504	,14374	,对地射击也会因为异常进化而发生变化，但是。	
6444504	,14375	,随着进化之后火力的增强，自机的大小和都会变大。	
6444504	,14376	,所以为了通关，需要调整进化程度，各个形态都有其名称。	
6444504	,14377	,根据攻击方式和形状能看出其关联性。	
6444504	,14378	,这些情报都是再画面上显示的，不只停留在“设定上的东西”。	
6444504	,14379	,此外，新追加了达到各面BOSS后出现的“茧”。	
6444504	,14380	,以及打倒特定地上物后出现的“DNA”。	
6444504	,14381	,“茧”是没有判定的分身，通过摄取EVOL来进化。	
6444504	,14382	,可以进行横向攻击，在自机死后重新开始的话。	
6444504	,14383	,通过摄取“DNA”。	
6444504	,14384	,可以从之前已摄取程度的进化状态开始。	
6444504	,14385	,自机的话。	
6444504	,14386	,一定时间内若没有获得“EVOL”。	
6444504	,14387	,会退化一级。	
6444504	,14388	,但是。	
6444504	,14389	,这个退化也是向最强状态的“突然变异”进化的手段。	
6444504	,14390	,通过这样的手段。	
6444504	,14391	,可以出现通常升级程序中出现不了的“突然变异”。	
6444504	,14392	,虽然自机会无敌化且对空，地的射击被强化。	
6444504	,14393	,但和通常的射击游戏中所能见到的那种极端强力的攻击不同。	
6444504	,14394	,无论采用哪种形态，对敌机的碰撞都是不可抵挡的。	
6444504	,14395	,在一定时间内不取得EVOL的话就会退化到最弱的状态为止。	
6444504	,14396	,敌人射击的子弹大致可分为两类，一种是对自机来说有一定速度的。	
6444504	,14397	,另一种是“和自机同其距离相关的反速度（离得远快。	
6444504	,14398	,离得近慢，和人类思维逻辑相悖的攻击）”的子弹，这样的话。	
6444504	,14399	,就形成了既不能和敌人拉开距离。	
6444504	,14400	,避开子弹也不是太过困难的独特的游戏平衡。	
6444504	,14401	,在游戏平衡方面，有存在破绽的感觉，例如。	
6444504	,14402	,1面BOSS可以在自机最强进化状态下秒杀。	
6444504	,14403	,但在进化不足的一段进化。	
6444504	,14404	,难易度随着机体进化程度出现了异常的增长。	
6444504	,14405	,而在进化不足的状态下。	
6444504	,14406	,因为没有压倒性的火力所以通关是相当困难的。	
6444504	,14407	,这个原因也让初心者的基数变得很小，此外。	
6444504	,14408	,若是知道游戏的套路，打到后半段很简单。	
6444504	,14409	,但不知道的话到达那里就很难了。	
6444504	,14410	,和后来发展的弹幕系射击游戏相比较。	
6444504	,14411	,中弹判定和游戏的过程。	
6444504	,14412	,想法是完全相反的。	
6444537	,14413	,"大卫·约翰·勒马修（, ）。	"
6444537	,14414	,为美国职棒大联盟纽约洋基队的二垒手。	
6444537	,14415	,先前曾效力过小熊与洛矶队。	
6444537	,14416	,勒马修于2009年大联盟选秀第2轮被小熊选中。	
6444537	,14417	,并于2011年登上大联盟，2009年大联盟选秀。	
6444537	,14418	,芝加哥小熊以第2轮第79顺位选进了勒马修。	
6444537	,14419	,他在1A出赛了38场。	
6444537	,14420	,打击率3成10，2010年在高阶1A出赛135场。	
6444537	,14421	,打击率3成14，2011年，勒马修从2A出发。	
6444537	,14422	,5月30日登上大联盟。	
6444537	,14423	,顶替当时受伤的Jeff Baker。	
6444537	,14424	,当时他代打击出双杀打，赛后被下放至3A。	
6444537	,14425	,直到9月才重返大联盟，2011年12月8日。	
6444537	,14426	,小熊把勒马修和另一名选手Tyler Colvin交易至洛矶。	
6444537	,14427	,队。	
6444537	,14428	,得到Casey Weathers和Ian Stewart。	
6444537	,14429	,2012年5月23日。	
6444537	,14430	,勒马修顶替受伤的内野手Jonathan Herrera。	
6444537	,14431	,8月14日，他单场击出4安，为生涯最佳，2014年。	
6444537	,14432	,他的打击三围为.267/.315/.348。	
6444537	,14433	,该年他制造99次双杀，守下了16分，拿下了个人首座金手套奖。	
6444537	,14434	,2015年，勒马修首度入选明星赛先发二垒手。	
6444537	,14435	,该年他打击率3成01。	
6444537	,14436	,2016年8月和9月。	
6444537	,14437	,他的打击率分别为4成39和3成63。	
6444537	,14438	,最终他以3成48的打击率拿下国联打击王，2017年明星赛。	
6444537	,14439	,勒马修顶替受伤的Dee Gordon出战。	
6444537	,14440	,该年他打击率3成10，并且再度拿下金手套奖。	
6444537	,14441	,此外。	
6444537	,14442	,他还拿下防守圣经奖，2018年。	
6444537	,14443	,勒马修单季击出个人新高的15轰。	
6444537	,14444	,该年他的防守成功率高达9成93。	
6444537	,14445	,并拿下第3次金手套及威尔森年度防守奖，2019年1月14日。	
6444537	,14446	,勒马修以2年2400万美元与纽约洋基队签约。	
6444539	,14447	,歌野晶午（，），本名歌野博史，日本推理小说家。	
6444539	,14448	,歌野晶午原本在编辑工作室工作。	
6444539	,14449	,有一次在文艺春秋杂志上读到了岛田庄司的杂记〈酒中日记〉。	
6444539	,14450	,因为就住在岛田庄司家附近，便以书迷的身分去看看他的住所。	
6444539	,14451	,之受到岛田庄司的推荐发表了出道作《长屋杀人》。	
6444539	,14452	,为新本格的第一代作家。	
6444539	,14453	,对歌野晶午而言。	
6444539	,14454	,推理小说就是本格推理。	
6444539	,14455	,没有诡计就不是推理小说。	
6444541	,14456	,"哈药集团 (, )是一家中国制药公司。	"
6444541	,14457	,总部在哈尔滨。	
6444541	,14458	,前身是哈尔滨医药集团股份有限公司，创建于1989年。	
6444541	,14459	,旗下有哈药股份和三精制药两个上市公司以及27家全资或控股子。	
6444541	,14460	,公司。	
6444547	,14461	,ATEEZ是韩国KQ娱乐旗下的八人男子音乐组合。	
6444547	,14462	,于2018年10月24日出道，由弘中。	
6444547	,14463	,星和。	
6444547	,14464	,润浩。	
6444547	,14465	,吕尚。	
6444547	,14466	,崔伞，盿琦。	
6444547	,14467	,友荣，钟浩所组成。	
6444547	,14468	,团名「ATEEZ」，是以「A TEEnager Z」的简称。	
6444547	,14469	,含义是期盼他们能够成为「让青少年为之疯狂」的团体。	
6444547	,14470	, 问候口号是「8 makes 1 team!」。	
6444547	,14471	,无打招呼用的手势，但是有加油打气用的脚步动作。	
6444547	,14472	,官方粉丝名为「ATINY」。	
6444547	,14473	, 以「ATEEZ + DESTINY」所组成。	
6444547	,14474	,代表粉丝们是ATEEZ的命运。	
6444547	,14475	,友荣曾是Big Hit娱乐练习生。	
6444547	,14476	,2017年10月。	
6444547	,14477	,全员参加JTBC选秀节目《MIXNINE》，仅四名成员入选。	
6444547	,14478	,旼琦。	
6444547	,14479	,友荣第一轮被淘汰，弘中和钟浩在第二轮被淘汰。	
6444547	,14480	,出道计划5月8日。	
6444547	,14481	,KQ娱乐于官方社群帐号公开以「KQ FELLAZ」为名的第。	
6444547	,14482	,一支表演影片。	
6444547	,14483	,点阅数在三周内破百万点阅率。	
6444547	,14484	,7月9日。	
6444547	,14485	,与Mnet合作播出出道前实境综艺节目《作战名ATEEZ》。	
6444547	,14486	,10月4日，KQ娱乐于官方社群帐号公开出道预告照。	
6444547	,14487	,宣布即将在10月24日出道。	
6444547	,14488	,迷你一辑《ATEEZ TREASURE EP.1 : Al。	
6444547	,14489	,l To Zero》10月23日。	
6444547	,14490	,KQ娱乐于官方社群帐号发布出道歌曲预告，10月24日。	
6444547	,14491	,韩国时间下午6点。	
6444547	,14492	,公开首张迷你专辑《ATEEZ TREASURE EP.1 。	
6444547	,14493	,: All To Zero》全辑音源及双主打《Pirate。	
6444547	,14494	, King》。	
6444547	,14495	,《Treasure》并于同日举行出道Showcase。	
6444547	,14496	,正式出道。	
6444547	,14497	,迷你二辑《ATEEZ TREASURE EP.2 : Ze。	
6444547	,14498	,ro To Oneo》1月3日。	
6444547	,14499	,KQ娱乐于官方社群帐号发布回归日程表与概念照。	
6444547	,14500	,1月15日，韩国时间下午6点。	
6444547	,14501	,公开第二张迷你专辑《ATEEZ TREASURE EP.2。	
6444547	,14502	, : Zero To Oneo》全辑音源及主打《Say M。	
6444547	,14503	,y Name》，1月23日。	
6444547	,14504	,迷你二辑《ATEEZ TREASURE EP.2 : Ze。	
6444547	,14505	,ro To Oneo》取得美国Billboard的「世界专。	
6444547	,14506	,辑榜」第五名。	
6444548	,14507	,Tawan Vihokratana(林阳) (; 又名 T。	
6444548	,14508	,ay ()。	
6444548	,14509	,出生日期: 1991年 7月 20日) 是名 泰国 演员。	
6444548	,14510	,主持人，模特及旅游vlogger。	
6444548	,14511	," 他以在 GMM 电视影集：""爱我你就亲亲我(Kiss: 。	"
6444548	,14512	,"The Series)""及其续作""爱我你再亲亲我(Kiss。	"
6444548	,14513	," Me Again)""中饰演 Pete一角而崭露头角。	"
6444548	,14514	,林阳出生于西元1991年7月20日。	
6444548	,14515	,他毕业于朱拉隆功大学经济学系。	
6444548	,14516	,大学时担任乐仪队队长(drum major)。	
6444548	,14517	,他在「Loukgolf's English Room」节目。	
6444548	,14518	,受访中透露，幼年就读其祖母所经营的泰国学校。	
6444548	,14519	,小时候非常内向害羞。	
6444548	,14520	,害怕成为众人焦点。	
6444548	,14521	,甚至会装病逃避学校表演活动。	
6444548	,14522	,由于自小受祖父母传统教养影响深远，他喜欢传统食物。	
6444548	,14523	,甚至时常使用古老的泰文语汇，俗谚。	
6444548	,14524	,因而被朋友们称为书呆子(nerd)。	
6444548	,14525	,小时候的绰号是Adam。	
6444548	,14526	,因为他的喉结(Adam's apple)相当突出。	
6444548	,14527	,"林阳 (Tay Tawan)以音乐直播节目""FIVE LI。	"
6444548	,14528	,"VE FRESH""主持人的身分出道。	"
6444548	,14529	,主持两年直至2015年该节目终止。	
6444548	,14530	,由于其公司GMM 开始制作更多电视影集。	
6444548	,14531	,他因此开始了演员生涯。	
6444548	,14532	,"于 GMM 公司所制作的戏剧""单身公寓(Room Alon。	"
6444548	,14533	,"e: The Series)"" (2014)中。	"
6444548	,14534	,作为配角首次演出。	
6444548	,14535	," 隔年于电视影集 ""丑小鸭之天生绝配(Ugly Duckl。	"
6444548	,14536	,"ing Series: Don't)"" (2015)中客串。	"
6444548	,14537	,演出，2016年。	
6444548	,14538	,"于""十二王子(U-Prince The Series: T。	"
6444548	,14539	,"he Foxy Pilot )"" 饰演配角Phillip。	"
6444548	,14540	,"并于""爱我你就亲亲我Kiss the series"" (2。	"
6444548	,14541	,016) 饰演Pete，2017年。	
6444548	,14542	,"他在""秘恋七重奏(Secret Seven)""中饰演主角之。	"
6444548	,14543	,一的Alan， 尔后。	
6444548	,14544	,"他因在泰国电视影集""爱我你再亲亲我 Kiss Me Aga。	"
6444548	,14545	,"in"" (2018)饰演主角之一的Pete。	"
6444548	,14546	,而声名大噪。	
6444548	,14547	,他的兴趣是摄影及旅游。	
6444559	,14548	,小林宽澄（。	
6444559	,14549	,）。	
6444559	,14550	,前日本皇军和中国八路军军人。	
6444559	,14551	,曾参与抗日战争及国共内战。	
6444559	,14552	,他在2019年1月16日于日本去世。	
6444559	,14553	,是最后一名离世的日本籍八路军老兵。	
6444559	,14554	,小林宽澄出生在一个和尚世家，他的父亲是寺庙的方丈。	
6444559	,14555	,在他的教导下小林宽澄在19岁时考取了和尚的资格。	
6444559	,14556	,1940年夏天。	
6444559	,14557	,小林宽澄被日本政府征召加入军队后派往中国山东省。	
6444559	,14558	,1941年6月。	
6444559	,14559	,他身处的小分队在山东省牟平县被八路军伏击后被俘虏。	
6444559	,14560	,在被抓初时曾试图用各种方法逃跑和自杀。	
6444559	,14561	,但都被八路军阻止。	
6444559	,14562	,随后在八路军的优待俘虏政策感召下于9月18日加入八路军。	
6444559	,14563	,进行反战宣传工作，先后担任反战联盟支队长。	
6444559	,14564	,支部书记等职务。	
6444559	,14565	,在1942年和1943年先后两次到山东省新泰县龙亭区工作。	
6444559	,14566	,他在距离日军据点仅300至400米的地方对日军据点进行反战。	
6444559	,14567	,宣传。	
6444559	,14568	,以前侵华日军的身份劝说对方停止侵略。	
6444559	,14569	,又歌唱日本民歌以唤起对方对家乡和亲人的思念，抗日战争结束后。	
6444559	,14570	,国共内战爆发，小林宽澄奉命在于中国东北参战，1948年。	
6444559	,14571	,他担任济南市人民政府外事办干部，专门负责管理日侨归国工作。	
6444559	,14572	,有部分日军战俘和侨民都由他的协调下得以顺利回国，1953年。	
6444559	,14573	,小林宽澄以内蒙古丰镇人民医院副院长的假身份开始为回国做准备。	
6444559	,14574	,他在当地经介绍下结识了四野部队中的一名日籍女护士。	
6444559	,14575	,他们在丰镇生活了三年。	
6444559	,14576	,期间两人结婚生子。	
6444559	,14577	,1955年，小林宽澄带著妻儿从天津港坐船回到日本。	
6444559	,14578	,在中国生活了15年的小林宽澄归国后。	
6444559	,14579	,他的身份被日本政府锁定并被列入公安的监控名单中直到1985。	
6444559	,14580	,年，小林宽澄回国后在一艘货轮上当翻译，一直工作到75岁。	
6444559	,14581	,退休后他担任日本八路军新四军老战士会会长。	
6444559	,14582	,该组织称「椰子会」。	
6444559	,14583	,以「椰子」的日文读音「八·四」代表八路军和新四军。	
6444559	,14584	,此外。	
6444559	,14585	,他生前在日本四处演讲。	
6444559	,14586	,讲述和揭露日军侵华的历史真相。	
6444559	,14587	,2005年9月3日。	
6444559	,14588	,小林宽澄应邀到北京参加纪念抗战胜利60周年大会。	
6444559	,14589	,受到前中共中央总书记胡锦涛接见，2008年。	
6444559	,14590	,小林宽澄重返内蒙古丰镇市人民医院。	
6444559	,14591	,受到热烈欢迎，他后来回忆说：「大家都出来鼓掌。	
6444559	,14592	,还给我送鲜花。	
6444559	,14593	,请我喝茅台酒，我感觉仿佛又回到了过去的革命时代。	
6444559	,14594	,体验到了革命同志的亲情。	
6444559	,14595	,」2010年6月，小林宽澄回到山东济南，泰安。	
6444559	,14596	,临沂等地，花十多天时间寻找昔日的八路军老战友。	
6444559	,14597	,回望自己曾经战斗和生活过的地方，2015年9月。	
6444559	,14598	,他受邀到北京参加纪念中国人民抗日战争暨世界反法西斯战争胜利。	
6444559	,14599	,70周年大会。	
6444559	,14600	,中共中央总书记兼中共中央军委主席习近平亲自为小林宽澄颁发并。	
6444559	,14601	,佩戴中国人民抗日战争胜利70周年纪念章。	
6444559	,14602	,一同获颁发纪念章的另有30人或其遗属代表。	
6444559	,14603	,2019年1月16日，他在日本去世。	
6444559	,14604	,成为约千名日本籍八路军中最后一名离世的人。	
6444559	,14605	,小林宽澄和他的妻子生有一子一女，儿子名为小林宪明。	
6444559	,14606	,于1954年出生。	
6444559	,14607	,由于当年中华人民共和国第一部社会主义宪法通过，颁布。	
6444559	,14608	,故取名「宪明」。	
6444559	,14609	,女儿则取名「丰子」，以纪念小林一家的第二故乡丰镇。	
6444596	,14610	,台北市立万福国民小学（Wan Fu Elementary 。	
6444596	,14611	,School），位于台湾台北市文山区罗斯福路五段170巷。	
6444596	,14612	,共六个年级（校内附公立幼儿园）。	
6444596	,14613	,全校学生约500人（2016年）。	
6444596	,14614	,参与台北市国民小学英语情境中心计划增加学生外语能力。	
6444626	,14615	,台南市东菜市公有零售市场。	
6444626	,14616	,简称东菜市。	
6444626	,14617	,为台南市中西区青年路的一座传统市场。	
6444626	,14618	,成立于明治42年（1909年）11月。	
6444626	,14619	,为台南市继西市场后的第二个现代化公设市场。	
6444626	,14620	,市场内部至今还存有当初建造的建物，因附近多庙宇。	
6444626	,14621	,早期曾有「夭鬼埕」的称呼，市场的主入口位于青年路上。	
6444626	,14622	,位于万昌街的入口设有平面停车场。	
6444626	,14623	,在清领时期，东菜市附近因为有多数庙宇和台湾府署等官署设施。	
6444626	,14624	,也是台湾府城内人口密集的地区。	
6444626	,14625	,在西市场于明治38年（1905年）成立后。	
6444626	,14626	,因市区东部居民对于前往西市场采买感到不便。	
6444626	,14627	,台南厅于是在明治42年（1909年）。	
6444626	,14628	,在第三元会境（岳帝庙）街鱼菜市场附近兴建了「东市场」。	
6444626	,14629	,俗称「东菜市」，而东菜市前曾设有轻便铁道通往仁德及关庙。	
6444626	,14630	,除了日常采买的机能外。	
6444626	,14631	,因邻近山川台的牛马车系留场和日本宪兵分队需要。	
6444626	,14632	,东菜市也负责提供牛马羊草料。	
6444626	,14633	,民国97年（2008年）成为全台第一座无烟传统市场。	
6444626	,14634	,并举办东菜市百周年庆活动。	
6444626	,14635	,民国97年（2018年）举办了欢庆东菜市110周年促销活动。	
6444629	,14636	,雷蒙·梅里儿·思木里安出生于纽约皇后区的远洛克威。	
6444629	,14637	,2017年2月6日逝世于纽约市。	
6444629	,14638	,是一位美国数学家，逻辑学家，哲学家，魔术师和钢琴家。	
6444629	,14639	,著有多部有关逻辑和哲学的科普书籍。	
6444629	,14640	, 思木里安出生于纽约皇后区洛克威半岛。	
6444629	,14641	,中学期间辍学。	
6444629	,14642	,退学后。	
6444629	,14643	,他接受了专业的钢琴培训并于芝加哥罗斯福学院担任钢琴教师。	
6444629	,14644	,但不幸的是。	
6444629	,14645	,右臂肌腱炎使他不得不放弃了专业钢琴教师生涯而转向数学。	
6444629	,14646	,在换了一所大学后，他进入芝加哥大学学习，在此期间。	
6444629	,14647	,思木里安为了赚学费。	
6444629	,14648	,在俱乐部中以魔术师的身份打工。	
6444629	,14649	,后终于在1955年拿到数学专业本科学位，1959年。	
6444629	,14650	,他在普林斯顿大学完成了他的数学博士研究。	
6444629	,14651	,以题为正式系统理论的论文获得了阿隆佐·邱奇教授的博士学位。	
6444629	,14652	,自1961年以来，思木里安陆续在普林斯顿大学。	
6444629	,14653	,犹太大学和纽约城市大学教授数学和逻辑学，1982年退休后。	
6444629	,14654	,他被任命为印第安纳大学哲学系名誉教授。	
6444651	,14655	,大卫·帕德里克·保罗·阿尔顿。	
6444651	,14656	,利物浦的阿尔顿男爵，KCSG KCMCO（。	
6444651	,14657	,）。	
6444651	,14658	,英国政治人物，于1979年至1997年间任英国下议院议员。	
6444651	,14659	,于1997年开始担任英国上议院议员。	
6444651	,14660	,阿尔顿在1951年3月15日出生於伦敦。	
6444651	,14661	,其父弗雷德里克·阿尔顿曾服役于英国陆军第7装甲师。	
6444651	,14662	,其后曾在福特汽车工作。	
6444651	,14663	,其母碧姬·阿尔顿是来自爱尔兰西部的爱尔兰语母语使用者。	
6444651	,14664	,阿尔顿毕业于霍恩彻奇坎皮恩学校和利物浦基督教育学院。	
6444651	,14665	,毕业后曾担任教师，1972年。	
6444651	,14666	,阿尔顿代表自由党参选利物浦市议会低山选区并当选。	
6444651	,14667	,之后在1973年改任史密斯下选区议员。	
6444651	,14668	,他其后在1977年至1979年间任利物浦市议会副领袖。	
6444651	,14669	,阿尔顿曾在1974年2月和10月的大选中参选，但未能当选。	
6444651	,14670	,在1979年利物浦边山补选中。	
6444651	,14671	,阿尔顿以28岁之龄代表自由党参选并取得议席。	
6444651	,14672	,成为当时英国国会最年轻的议员。	
6444651	,14673	,但由于在他当选的前一天。	
6444651	,14674	,由詹姆斯·卡拉汉领导的工党政府未能通过信任投票。	
6444651	,14675	,他亦因此成为了任期最短的国会议员。	
6444651	,14676	,其任期不足一周。	
6444651	,14677	,他在5周后的大选中成功连任。	
6444651	,14678	,在1983年大选中，因利物浦边山选区被废除。	
6444651	,14679	,他改为参选利物浦莫斯利山选区并当选。	
6444651	,14680	,阿尔顿担任下议院议员期间，曾经担任自由党的环境，海外援助。	
6444651	,14681	,内政和北爱尔兰的发言人，亦曾担任自由党首席党鞭。	
6444651	,14682	,在1988年自由党和社会民主党合并为自由民主党时。	
6444651	,14683	,他亦继续留在自由民主党。	
6444651	,14684	,直至1992年。	
6444651	,14685	,因自由民主党在堕胎的立场与阿尔顿存在分歧。	
6444651	,14686	,他表示自下届大选起不再代表自由民主党参选。	
6444651	,14687	,他在1997年卸任下议院议员后。	
6444651	,14688	,获册封为终身贵族而加入上议院。	
6444651	,14689	,其后获册封为默西赛德郡莫斯利山的利物浦的阿尔顿男爵。	
6444651	,14690	,1987年。	
6444651	,14691	,阿尔顿成立协助流浪儿的慈善团体银禧运动。	
6444651	,14692	,并曾在1990年代初发表有关宗教少数群体的报告。	
6444651	,14693	,他亦是国际青年领袖网络和拯救刚果的赞助人。	
6444651	,14694	,2017年。	
6444651	,14695	,阿尔顿与保守党人权委员会副主席罗哲斯。	
6444651	,14696	,前自由民主党党魁艾思定，工党国会议员嘉芙莲·韦斯特。	
6444651	,14697	,前外交及联邦事务大臣聂伟敬和御用大律师杰弗里·尼斯一同成立。	
6444651	,14698	,非政府组织香港监察。	
6444651	,14699	,以监察和汇报香港的发展。	
6444651	,14700	,阿尔顿在1988年娶言语治疗师伊利沙伯·贝尔为妻。	
6444651	,14701	,两人育有4名子女和2名孙辈。	
6444651	,14702	,他亦是罗马天主教徒，1997年。	
6444651	,14703	,阿尔顿获利物浦约翰摩尔斯大学任命为公民教授及罗斯科公民身份。	
6444651	,14704	,基金会总监。	
6444651	,14705	,他亦分别在2003年和2008年获颁授神圣的军事君士坦丁圣。	
6444651	,14706	,乔治勋章和圣大额我略教宗骑士团勋章。	
6444663	,14707	,卡玛卡玛地层。	
